"PROCEDURE_TYPE","STARTTIME","ENDTIME","START_ENODEB_ID","START_CELL_ID","S1_SIG_CONN_SETUP_SIG_CONN_RESULT"
"ERAB_SETUP","11/24/2025 18:17:00","11/24/2025 18:17:30","1","12314",""
"ERAB_MODIFY","11/24/2025 18:17:30","11/24/2025 18:17:50","1","12314",""
"TRACKING_AREA_UPDATE","11/24/2025 18:17:50","11/24/2025 18:18:05","1","12314",""
"ERAB_RELEASE","11/24/2025 18:18:05","11/24/2025 18:18:20","1","12314",""
"DETACH","11/24/2025 18:18:20","11/24/2025 18:18:40","1","12314",""
"INTERENB_HO","11/24/2025 15:01:30","11/24/2025 15:01:33","1","12314",""
"INTERENB_HO","11/24/2025 15:05:30","11/24/2025 15:05:33","1","12314",""
"INTERENB_HO","11/24/2025 15:09:30","11/24/2025 15:09:33","1","12314",""
"INTERENB_HO","11/24/2025 15:13:30","11/24/2025 15:13:33","1","12314",""
"INTERENB_HO","11/24/2025 15:17:30","11/24/2025 15:17:33","1","12314",""
"INTERENB_HO","11/24/2025 15:21:30","11/24/2025 15:21:33","1","12314",""
"INTERENB_HO","11/24/2025 15:25:30","11/24/2025 15:25:33","1","12314",""
"INTERENB_HO","11/24/2025 15:29:30","11/24/2025 15:29:33","1","12314",""
